ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
1349,CUS0x5952,April,Soyoungz,16,Entrepreneur,58307.97,4808.9975,7,10,21,5,"Debt Consolidation Loan, Student Loan, Auto Loan, Personal Loan, and Home Equity Loan",35,17,22.3,10,4501.87,30.52232232,4 Years and 11 Months,Yes,200.5431908,HighspentSmallvaluepayments,331.7572671,1
1350,CUS0x6bd8,July,"""Johnr",42,,90429.99,,0,2,10,1,Student Loan,0,2,7.25,4,1127.26,34.43085142,31 Years and 3 Months,No,100.790821,HighspentLargevaluepayments,832.9044275,3
1351,CUS0x7b90,January,Estelled,41,Developer,65588.1,5310.675,7,4,11,3,"Not Specified, Mortgage Loan, and Credit-Builder Loan",22,20,8.33,0,1292.14,25.60021366,30 Years and 8 Months,NM,113.3101612,HighspentMediumvaluepayments,555.6918238,3
1352,CUS0x29a2,June,Daveyl,26,Developer,57765.42,4618.785,3,6,13,3,"Debt Consolidation Loan, Mortgage Loan, and Home Equity Loan",28,13,8.47,5,1276.72,38.54130604,,Yes,146.1656573,HighspentMediumvaluepayments,441.164258,2
1353,CUS0xc3c3,May,Deepa Seetharamann,34,Musician,32227.12,2631.593333,1,4,1,2,"Student Loan, and Home Equity Loan",4,11,3.09,4,48.95,36.53491696,17 Years and 5 Months,No,,LowspentSmallvaluepayments,309.9714974,3
1354,CUS0x21ac,February,Ermanz,27,Developer,55593.99,4874.8325,7,6,30,6,"Home Equity Loan, Payday Loan, Home Equity Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",18,20,16.09,11,1314.25,30.87059406,18 Years and 0 Months,Yes,497.3692885,LowspentSmallvaluepayments,11.08072771,1
1355,CUS0x59eb,March,Noahd,38,Manager,69788.08,5969.673333,4,34,22,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Mortgage Loan",25,16,14.77,11,2024.4,29.7744986,16 Years and 6 Months,Yes,239.1176438,HighspentMediumvaluepayments,396.0953169,2
1356,CUS0x27d8,May,,24,Scientist,33029.66,,5,3,2,1,Payday Loan,-4,6,6.28,4,216.62,37.45663159,29 Years and 11 Months,No,302.5053877,LowspentSmallvaluepayments,267.5136458,3
1357,CUS0xa5e7,March,Cablee,16,Lawyer,68533.84,5665.153333,5,3,12,5,"Mortgage Loan, Mortgage Loan, Credit-Builder Loan, Home Equity Loan, and Not Specified",10,17,15.74,6,817.66,25.39165265,8 Years and 6 Months,Yes,324.3195526,HighspentSmallvaluepayments,245.793954,2
1358,CUS0x5c5,January,Jonathan Cablei,24,Musician,9955.465,887.6220833,9,10,28,2,"Payday Loan, and Personal Loan",53,8,9.65,9,2520.04,29.67574042,19 Years and 2 Months,Yes,46.75264858,LowspentSmallvaluepayments,316.5407692,1
1359,CUS0x33b8,May,Karen Freifeldp,29,Engineer,16362.68,1536.556667,10,5,18,6,"Home Equity Loan, Student Loan, Home Equity Loan, Payday Loan, Student Loan, and Credit-Builder Loan",57,22,3.36,10,2635.48,27.93712157,8 Years and 2 Months,NM,85.71807767,LowspentSmallvaluepayments,280.2241949,1
1360,CUS0x76d1,March,Andrius Sytasd,36,Manager,37578.61,,0,5,5,4,"Home Equity Loan, Payday Loan, Mortgage Loan, and Payday Loan",4,10,6.72,0,855.61,26.32524733,31 Years and 1 Months,No,231.4797756,LowspentSmallvaluepayments,293.2016438,2
1361,CUS0x3149,August,Cowani,27,,20602.02,1727.835,10,183,23,7,"Debt Consolidation Loan, Auto Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, and Auto Loan",17,18,4.49,13,4946.5,33.58771255,3 Years and 4 Months,Yes,108.6917878,LowspentSmallvaluepayments,260.4907618,1
1362,CUS0x8eb6,April,,37,Writer,14025.885,876.82375,4,5,6,4,"Not Specified, Debt Consolidation Loan, Personal Loan, and Payday Loan",28,10,3.47,9,447.92,33.22772156,32 Years and 4 Months,NM,34.27246046,LowspentSmallvaluepayments,305.1550925,2
1363,CUS0x1bbf,March,Alexei Oreskovicj,20,MediaManager,14749.06,1008.088333,8,10,28,5,"Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",44,15,27.54,8,2777.31,25.12072321,1 Years and 10 Months,Yes,83.99562965,LowspentMediumvaluepayments,248.9544019,2
1364,CUS0x697,July,,18,Musician,17993.4,1704.601621,7,7,26,6,"Credit-Builder Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Auto Loan, and Mortgage Loan",60,21,22.15,14,3724.85,36.22320081,13 Years and 8 Months,NM,72.58904518,HighspentSmallvaluepayments,302.4705218,2
1365,CUS0xbc88,January,Matthew Goldsteinb,24,Developer,28230.92,,8,6,32,7,"Personal Loan, Home Equity Loan, Credit-Builder Loan, Not Specified, Home Equity Loan, Personal Loan, and Personal Loan",49,17,22.17,11,2989.13,28.35377488,6 Years and 10 Months,Yes,10000,LowspentSmallvaluepayments,162.5484461,2
1366,CUS0x81e4,April,LaCaprac,24,Teacher,17709.31,1732.775833,9,8,20,2,"Home Equity Loan, and Not Specified",34,19,14.09,11,1551.3,28.50106957,17 Years and 7 Months,Yes,27.29115538,HighspentLargevaluepayments,367.8962652,1
1367,CUS0x79a,January,Laurence Fletcherd,17,Mechanic,78858.4,6765.533333,4,5,16,2,"Not Specified, and Debt Consolidation Loan",27,17,14.84,8,1173.81,41.03263981,14 Years and 4 Months,Yes,71.41475348,HighspentLargevaluepayments,736.1957795,2
1368,CUS0x43e9,May,Rickh,23,Writer,16674.26,1104.521667,6,6,6,4,"Personal Loan, Auto Loan, Payday Loan, and Personal Loan",6,20,9.11,13,2187.49,37.04732783,17 Years and 11 Months,Yes,57.32736624,HighspentSmallvaluepayments,283.5046945,1
1369,CUS0x8d60,May,Cameronl,34,Scientist,15330.755,1089.562917,3,5,15,1,Auto Loan,29,,16.47,7,1055.32,25.63979244,,Yes,10000,LowspentLargevaluepayments,324.570066,2
1370,CUS0x7806,June,Clara Ferreira-Marquesr,43,Entrepreneur,93139.65,7936.6375,3,6,6,3,"Auto Loan, Home Equity Loan, and Personal Loan",16,3,0.97,4,1016.37,34.64394807,28 Years and 0 Months,No,103.207195,HighspentLargevaluepayments,737.6681332,2
1371,CUS0xa2fe,August,Maushagena,53,Teacher,69605,5543.416667,3,4,5,2,"Personal Loan, and Credit-Builder Loan",23,12,10.97,0,1176.76,38.74493594,17 Years and 4 Months,No,58.91995886,HighspentLargevaluepayments,630.9991647,1
1372,CUS0x303b,April,Foo Yuns,52,Journalist,170824.68,14489.39,0,3,4,4,"Personal Loan, Debt Consolidation Loan, Not Specified, and Home Equity Loan",6,6,1.25,4,1167.04,37.97784288,25 Years and 5 Months,No,622.3107278,HighspentSmallvaluepayments,520.4935025,1
1373,CUS0x4fad,February,Lynchf,30,Architect,31517.47,2484.455833,7,3,5,4,"Not Specified, Auto Loan, Payday Loan, and Student Loan",23,7,8.97,8,39.28,26.63039295,8 Years and 4 Months,Yes,185.240156,LowspentLargevaluepayments,247.8484978,2
1374,CUS0x1c0c,June,,51,Developer,114148.24,,6,4,5,1,Auto Loan,7,20,17.15,0,1432.74,30.80260438,33 Years and 0 Months,Yes,115.5359256,HighspentLargevaluepayments,988.0415077,1
1375,CUS0x89bd,February,Edward Krudyj,22,Mechanic,14841.17,989.7641667,7,6,33,2,"Debt Consolidation Loan, and Payday Loan",53,15,9.2,12,1371.17,27.22699542,13 Years and 9 Months,Yes,56.57666911,LowspentSmallvaluepayments,309.0773959,1
1376,CUS0x28f3,January,Singhv,34,Lawyer,56038.28,4860.856667,5,4,10,2,"Personal Loan, and Credit-Builder Loan",7,14,8.03,4,264.52,28.50178319,20 Years and 9 Months,No,69.26263489,HighspentMediumvaluepayments,590.6019978,3
1377,CUS0xa8ce,August,Kyle Petersonv,37,Engineer,52643.34,,10,7,25,7,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Credit-Builder Loan",58,,24.09,12,2802.88,32.16993417,10 Years and 8 Months,Yes,301.6105288,HighspentSmallvaluepayments,169.8444235,2
1378,CUS0xad87,June,Yoko Kubotah,23,Entrepreneur,69024.2,5492.016667,9,7,27,7,"Auto Loan, Student Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Mortgage Loan, and Payday Loan",38,23,2.75,11,4612.41,34.6549914,4 Years and 8 Months,Yes,319.8008686,HighspentSmallvaluepayments,177.9741833,1
1379,CUS0xaf56,July,Herbertg,43,,15081.42,,8,7,32,9,"Credit-Builder Loan, Not Specified, Payday Loan, Mortgage Loan, Debt Consolidation Loan, Not Specified, Not Specified, Home Equity Loan, and Home Equity Loan",26,21,16.9,12,3897.4,21.78615557,10 Years and 1 Months,Yes,189.6578963,LowspentSmallvaluepayments,144.0287684,1
1380,CUS0x453d,April,,24,Journalist,159327.84,13543.32,3,6,12,-100,"Auto Loan, Personal Loan, Debt Consolidation Loan, and Home Equity Loan",10,6,8.34,0,803.43,29.85046357,17 Years and 5 Months,No,,HighspentLargevaluepayments,841.8023622,3
1381,CUS0x29e7,February,Anna Drivery,18,Journalist,10203.99,1119.3325,6,10,30,3,"Credit-Builder Loan, Home Equity Loan, and Student Loan",15,8,8.53,,1710.59,28.17395593,5 Years and 2 Months,Yes,56.93134185,HighspentSmallvaluepayments,298.4253249,1
1382,CUS0xf15,July,Frankeld,26,Developer,45652.17,3888.3475,8,6,13,7,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Student Loan, Payday Loan, and Credit-Builder Loan",5,12,24.94,8,28.54,26.80707526,10 Years and 10 Months,Yes,371.0873598,LowspentMediumvaluepayments,137.2740866,2
1383,CUS0xade3,May,Kevin Limx,49,Entrepreneur,165076.44,13822.37,1,6,3,2,"Personal Loan, and Credit-Builder Loan",12,2,6.71,5,712.94,42.1729405,18 Years and 3 Months,No,470.3500122,HighspentSmallvaluepayments,898.7122704,2
1384,CUS0x26f2,June,Margaret Chadbournt,39,,9221.745,758.47875,9,412,34,7,"Payday Loan, Auto Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, and Payday Loan",55,19,2.26,12,2546.6,32.07947571,7 Years and 7 Months,Yes,33.50402658,LowspentSmallvaluepayments,281.2376249,1
1385,CUS0x5993,August,,41,Developer,30352.11,2317.3425,-1,4,7,1,Student Loan,8,4,7.11,0,644.57,32.93739946,24 Years and 0 Months,No,89.62296249,HighspentMediumvaluepayments,375.6277213,2
1386,CUS0x67b5,August,Hughesg,25,Architect,42918.75,3295.5625,0,5,2,2,"Payday Loan, and Personal Loan",15,6,2.75,3,370.57,33.04853087,23 Years and 9 Months,No,10000,HighspentMediumvaluepayments,391.9281462,2
1387,CUS0x3dfe,January,,26,Engineer,39630.92,3169.576667,8,7,6,4,"Debt Consolidation Loan, Payday Loan, Student Loan, and Personal Loan",6,10,7.33,5,2566.9,33.40627668,5 Years and 11 Months,NM,25.9063593,HighspentLargevaluepayments,452.288516,2
1388,CUS0x60f1,March,Emeliay,24,Lawyer,16479.14,1077.261667,7,6,15,2,"Debt Consolidation Loan, and Debt Consolidation Loan",30,,19.58,12,2089.58,32.50521939,12 Years and 9 Months,Yes,43.4031256,LowspentSmallvaluepayments,334.226802,1
1389,CUS0xb218,April,Kylem,32,Accountant,41905.36,,10,10,20,3,"Home Equity Loan, Personal Loan, and Auto Loan",49,20,19.24,8,1525.87,26.44863411,17 Years and 6 Months,Yes,59.52920222,HighspentLargevaluepayments,450.172408,1
1390,CUS0x16be,February,Agnieszkac,38,Doctor,62983.02,5525.585,5,3,20,-100,"Personal Loan, Mortgage Loan, Not Specified, Not Specified, Payday Loan, and Debt Consolidation Loan",9,10,13.14,5,1469.91,31.59012003,6 Years and 11 Months,Yes,221.0190151,HighspentMediumvaluepayments,382.0597556,2
1391,CUS0x46e8,June,Scottw,17,Architect,47631.96,3640.396464,5,4,17,5,"Debt Consolidation Loan, Payday Loan, Auto Loan, Mortgage Loan, and Not Specified",6,18,18.91,8,1341.22,37.6602543,9 Years and 10 Months,Yes,357.7140998,LowspentLargevaluepayments,157.7449587,3
1392,CUS0x771e,June,Ramptonp,31,Teacher,20914.47,1799.8725,8,5,16,2,"Debt Consolidation Loan, and Personal Loan",11,13,7.98,4,1360.66,31.54571343,12 Years and 6 Months,Yes,36.79579004,HighspentSmallvaluepayments,377.2332152,1
1393,CUS0x8da1,May,Sujata Raog,45,Doctor,15608.695,1366.724583,7,3,12,4,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, and Payday Loan",12,19,12.35,10,488.34,35.44190013,19 Years and 9 Months,Yes,32.62857187,LowspentLargevaluepayments,347.2660577,2
1394,CUS0xa530,April,Paula,36,Teacher,19078.52,1697.876667,9,5,34,6,"Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, Credit-Builder Loan, and Student Loan",57,25,30.39,9,2982.66,25.88622088,10 Years and 4 Months,Yes,,HighspentSmallvaluepayments,290.0143871,1
1395,CUS0x98b5,June,Adam Kerlina,-500,Teacher,117878.55,9836.2125,3,3,6,3,"Home Equity Loan, Auto Loan, and Auto Loan",6,8,14.72,0,84.22,33.86532548,26 Years and 0 Months,No,640.840455,LowspentLargevaluepayments,353.5437967,2
1396,CUS0x856b,August,Taigaz,47,Developer,4175074,,2,3,9,4,"Home Equity Loan, Home Equity Loan, Not Specified, and Not Specified",12,4,11.56,3,840.94,35.76407015,32 Years and 2 Months,No,164.3296335,HighspentMediumvaluepayments,614.7629792,3
1397,CUS0x4298,February,Yaov,-500,Teacher,6426079,4456.6375,8,9,19,-100,"Credit-Builder Loan, Credit-Builder Loan, and Student Loan",56,25,4.92,7,1624.6,36.37307553,6 Years and 2 Months,Yes,10000,HighspentLargevaluepayments,554.1088557,1
1398,CUS0x899,March,Klaymanm,18,Journalist,73057.16,5998.096667,4,6,32,2,"Auto Loan, and Not Specified",24,14,10,14,2569.09,25.60084226,9 Years and 5 Months,Yes,694.1130477,LowspentSmallvaluepayments,104.3424315,1
1399,CUS0x6013,March,,19,Writer,41995.64,3416.636667,7,6,7,4,"Credit-Builder Loan, Credit-Builder Loan, Not Specified, and Student Loan",12,11,22.73,7,1072.63,26.07878319,15 Years and 5 Months,Yes,10000,LowspentSmallvaluepayments,208.9176029,2
1400,CUS0xc62a,January,Stempelv,37,Entrepreneur,70088.36,6090.696667,6,7,21,9,"Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, Student Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",56,15,23.6,7,4670.21,27.0025033,13 Years and 10 Months,Yes,108.2329887,HighspentMediumvaluepayments,337.5050296,1
1401,CUS0x2f03,January,Evaq,44,Architect,61435.6,5333.633333,8,3,10,2,"Auto Loan, and Personal Loan",15,11,18.67,8,412.38,37.96843333,5 Years and 1 Months,Yes,415.1594706,LowspentMediumvaluepayments,302.6194805,2
1402,CUS0xa6e0,April,Clara Ferreira-Marquest,-500,Accountant,150755.48,12764.95667,4,4,7,4,"Student Loan, Payday Loan, Auto Loan, and Credit-Builder Loan",13,3,2.54,2,559.23,31.9649815,31 Years and 8 Months,No,395.5283829,LowspentLargevaluepayments,680.5600285,3
1403,CUS0x3e34,January,Amano,18,Engineer,139658.08,11915.17333,5,3,18,4,"Payday Loan, Personal Loan, Auto Loan, and Debt Consolidation Loan",27,13,19.24,8,593.72,35.55018028,5 Years and 1 Months,Yes,105.9272504,!@9#%8,1092.155358,2
1404,CUS0x2703,April,Maltezouc,37,Doctor,18661.91,,6,6,27,8,"Home Equity Loan, Mortgage Loan, Home Equity Loan, Auto Loan, Credit-Builder Loan, Auto Loan, Personal Loan, and Not Specified",15,23,15.81,10,4736.08,23.92868446,10 Years and 8 Months,Yes,42.82322416,LowspentLargevaluepayments,292.3759947,1
1405,CUS0x8443,March,Shihq,43,Teacher,80415.12,6472.26,6,7,16,6,"Home Equity Loan, Payday Loan, Home Equity Loan, Personal Loan, Home Equity Loan, and Debt Consolidation Loan",15,17,14.16,4,1309.61,32.60103727,19 Years and 6 Months,Yes,182.5784811,HighspentMediumvaluepayments,445.5264798,2
1406,CUS0x61d3,August,Alwynx,26,Engineer,26178.22,2211.518333,5,5,7,7,"Auto Loan, Mortgage Loan, Personal Loan, Credit-Builder Loan, Not Specified, Credit-Builder Loan, and Mortgage Loan",26,13,8.36,4,834.87,40.62714255,18 Years and 9 Months,Yes,197.9825411,LowspentSmallvaluepayments,218.132063,1
1407,CUS0xa00a,August,Sarah McBridex,18,Writer,176295,14960.25,5,2,9,2,"Home Equity Loan, and Auto Loan",10,10,1.32,1,44.91,33.25142407,18 Years and 3 Months,No,10000,!@9#%8,1376.326693,3
1408,CUS0x735c,May,Sarahu,42,Lawyer,20474.27,1797.189167,6,5,16,3,"Mortgage Loan, Payday Loan, and Credit-Builder Loan",30,11,3.99,6,1123.23,30.03021835,17 Years and 7 Months,No,140.9793999,LowspentSmallvaluepayments,291.7377544,1
1409,CUS0x6397,June,Silvia Aloisia,24,Journalist,50885.37,4452.4475,1561,10,31,7,"Payday Loan, Auto Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",26,24,6.75,12,1919.77,33.72164393,,Yes,137.9403828,HighspentMediumvaluepayments,283.3145279,2
1410,CUS0x9c9f,March,Cyril Altmeyerp,56,,17199.795,,8,6,20,4,"Personal Loan, Payday Loan, Payday Loan, and Payday Loan",33,7,11.28,5,1285.78,27.11742345,15 Years and 5 Months,Yes,136.4127738,LowspentSmallvaluepayments,267.5150823,2
1411,CUS0x90cb,January,Tricia Wrightt,30,Developer,56131.48,4946.623333,0,4,10,4,"Student Loan, Home Equity Loan, Personal Loan, and Credit-Builder Loan",13,12,10.1,2,1235.48,32.26088453,24 Years and 3 Months,No,618.3813071,LowspentSmallvaluepayments,24.29449024,1
1412,CUS0xae03,May,,19,Mechanic,124692.08,10650.00667,1,4,1,2,"Credit-Builder Loan, and Home Equity Loan",4,12,4.89,7,756.91,28.97603029,32 Years and 11 Months,NM,10000,LowspentMediumvaluepayments,498.9142567,2
1413,CUS0x38c6,July,"ODonnell""y",33,Teacher,12629.6,941.4666667,7,3,17,2,"Not Specified, and Auto Loan",25,20,19.97,4,1090.8,35.72295116,15 Years and 10 Months,Yes,118.1837506,LowspentSmallvaluepayments,248.1536826,2
1414,CUS0x6073,February,Rick Rothackern,37,Teacher,107595.68,8704.306667,8,4,13,4,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Not Specified",6,20,4.1,8,225.86,28.55257761,10 Years and 8 Months,Yes,170.7357798,!@9#%8,613.5517658,2
1415,CUS0xa267,July,Nicolae,47,Doctor,129727.4,11076.61667,3,4,19,2,"Personal Loan, and Student Loan",27,,11.68,797,1111.92,36.89099779,31 Years and 5 Months,Yes,805.2309999,LowspentSmallvaluepayments,417.374326,2
1416,CUS0xa3df,April,,47,Scientist,33669.54,2571.795,5,6,3,2,"Personal Loan, and Auto Loan",12,9,8.14,8,741.68,39.29101616,27 Years and 4 Months,No,122.305546,LowspentLargevaluepayments,350.836977,2
1417,CUS0x3c0b,July,Christopherc,29,Doctor,18331.415,1722.617917,2,5,3,3,"Credit-Builder Loan, Student Loan, and Student Loan",11,10,2.84,1,1012.22,37.40793711,29 Years and 4 Months,NM,110.0632081,LowspentSmallvaluepayments,314.6732926,3
1418,CUS0xb53e,June,Tim Kellyo,30,MediaManager,73747.58,6166.631667,3,5,7,2,"Debt Consolidation Loan, and Mortgage Loan",28,14,9.1,8,497.98,26.09512347,30 Years and 6 Months,Yes,139.8609941,HighspentLargevaluepayments,623.5893114,3
1419,CUS0x2a55,May,,43,Lawyer,17276.8,1584.733333,8,5,34,3,"Personal Loan, Personal Loan, and Payday Loan",50,9,15.95,11,1980,24.14340334,,Yes,13.9467214,HighspentLargevaluepayments,360.6290147,2
1420,CUS0xb7cf,March,Stevex,18,Engineer,25784.65,1853.720833,3,7,20,6,"Home Equity Loan, Personal Loan, Payday Loan, Student Loan, Credit-Builder Loan, and Auto Loan",20,11,16.79,8,1181.19,34.36517014,,Yes,118.6660194,LowspentMediumvaluepayments,246.3978367,2
1421,CUS0x556e,July,Wheatleyh,31,Accountant,11889.26,736.7716667,5,4,14,3,"Payday Loan, Personal Loan, and Credit-Builder Loan",6,17,17,2,351.01,39.60229049,26 Years and 4 Months,Yes,26.93438648,HighspentSmallvaluepayments,283.2871848,3
1422,CUS0x3a94,August,Mikew,32,Mechanic,22320.13,2151.010833,5,6,18,2,"Credit-Builder Loan, and Not Specified",24,11,18.5,7,1426.31,37.36823812,20 Years and 0 Months,Yes,236.9528437,LowspentSmallvaluepayments,237.2929918,2
1423,CUS0x618b,March,Vaughano,27,Lawyer,17759.1,1533.925,6,8,19,5,"Student Loan, Personal Loan, Home Equity Loan, Home Equity Loan, and Auto Loan",24,21,10.2,10,3598.39,39.37829033,4 Years and 11 Months,Yes,130.3179505,LowspentLargevaluepayments,228.523929,1
1424,CUS0x3b10,July,Marial,22,Manager,50155.56,,8,3,6,2,"Home Equity Loan, and Home Equity Loan",8,19,15.93,1,122.73,28.78077131,32 Years and 11 Months,Yes,238.0789636,LowspentLargevaluepayments,395.7016255,3
1425,CUS0x28ee,April,Gohj,42,Manager,34855.08,2847.59,5,157,23,5,"Payday Loan, Mortgage Loan, Payday Loan, Payday Loan, and Credit-Builder Loan",9,14,8.22,11,1652.88,24.73088978,17 Years and 1 Months,Yes,192.0073123,LowspentSmallvaluepayments,246.2090158,1
1426,CUS0x394a,June,Martinne Gelleru,37,MediaManager,108073.04,,3,7,13,2,"Not Specified, and Mortgage Loan",6,21,3.42,5,599.48,35.39697095,29 Years and 4 Months,No,583.2684238,LowspentLargevaluepayments,436.6870081,3
1427,CUS0x6e1e,July,arry Moodyq,38,Entrepreneur,61449.66,5333.805,7,8,25,6,"Student Loan, Mortgage Loan, Payday Loan, Mortgage Loan, Payday Loan, and Student Loan",42,20,7.25,12,1315.4,40.49972558,11 Years and 11 Months,Yes,309.8707656,LowspentMediumvaluepayments,343.9633202,1
1428,CUS0x7d82,May,Marshr,23,Lawyer,19134.77,1809.564167,8,5,24,7,"Credit-Builder Loan, Payday Loan, Personal Loan, Credit-Builder Loan, Home Equity Loan, Home Equity Loan, and Personal Loan",22,,14.18,7,1870.49,38.50260329,8 Years and 3 Months,NM,211.578578,LowspentSmallvaluepayments,193.2194174,1
1429,CUS0x1226,June,Hildebry,52,,11421.51,1030.7925,5,3,120,3,"Student Loan, Payday Loan, and Home Equity Loan",16,16,15.72,7,1278.12,24.35391884,,Yes,114.2481835,LowspentSmallvaluepayments,257.9381306,2
1430,CUS0x93b2,August,Dianev,54,Developer,12741.58,1234.798333,5,7,9,3,"Auto Loan, Mortgage Loan, and Personal Loan",33,18,9.4,2,530.93,34.9824198,28 Years and 10 Months,No,36.04357025,HighspentSmallvaluepayments,318.704434,1
1431,CUS0x103e,May,Tim Kellyf,40,Scientist,98690.8,8262.233333,4,6,9,1,Student Loan,5,,10.76,4,706.96,26.46443689,,No,579.7451577,LowspentSmallvaluepayments,481.4737681,1
1432,CUS0x2f9d,May,Angela Moone,31,Manager,7555.45,,8,6,29,6,"Not Specified, Personal Loan, Home Equity Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",32,18,9.4,16,3371.11,36.93681767,9 Years and 1 Months,Yes,13.85874608,HighspentMediumvaluepayments,279.3038329,2
1433,CUS0x3f1,April,Edd,22,Accountant,80983.64,6692.636667,6,3,15,4,"Credit-Builder Loan, Student Loan, Not Specified, and Student Loan",19,18,16.91,7,982.44,36.9960555,27 Years and 10 Months,Yes,492.3974912,LowspentLargevaluepayments,258.4095803,2
